obp_algorithm,prp_algorithm,ls_algorithm,time,capacity_device,num_orders,before_distance,after_distance
G02,LGAP,LS_1x2,26109184,75,70,7776,7432
G02,LGAP,LS_2x2,42676860,75,70,7776,7265
G03,LGAP,LS_1x0,8098955,75,70,7152,7152
G03,LGAP,LS_1x1,19130611,75,70,7152,7002
G03,LGAP,LS_1x2,14710164,75,70,7152,6984
G03,LGAP,LS_2x2,19282288,75,70,7152,6940
G01,LGAP,LS_1x0,9321213,75,70,6552,6552
G01,LGAP,LS_1x1,3690082,75,70,6552,6531
G01,LGAP,LS_1x2,14146143,75,70,6552,6552
G01,LGAP,LS_2x2,5804172,75,70,6552,6488
G02,LGAP,LS_1x0,39417233,75,70,7207,7172
G02,LGAP,LS_1x1,5472314,75,70,7207,7049
G02,LGAP,LS_1x2,37773763,75,70,7207,6735
G02,LGAP,LS_2x2,40367349,75,70,7207,6831
G03,LGAP,LS_1x0,14136429,75,70,6774,6774
G03,LGAP,LS_1x1,7404954,75,70,6774,6758
G03,LGAP,LS_1x2,17738505,75,70,6774,6648
G03,LGAP,LS_2x2,28162221,75,70,6774,6544
G01,LGAP,LS_1x0,9949016,75,70,7194,7194
G01,LGAP,LS_1x1,2685695,75,70,7194,7194
G01,LGAP,LS_1x2,14175491,75,70,7194,6974
G01,LGAP,LS_2x2,22547240,75,70,7194,7104
G02,LGAP,LS_1x0,36339353,75,70,7479,7479
G02,LGAP,LS_1x1,4099551,75,70,7479,7479
G02,LGAP,LS_1x2,27423021,75,70,7479,7162
G02,LGAP,LS_2x2,48290120,75,70,7479,7118
G03,LGAP,LS_1x0,16681546,75,70,7108,7078
G03,LGAP,LS_1x1,8944571,75,70,7108,7022
G03,LGAP,LS_1x2,22171325,75,70,7108,6938
G03,LGAP,LS_2x2,44512969,75,70,7108,6855
G01,LGAP,LS_1x0,5037600,75,70,6935,6935
G01,LGAP,LS_1x1,3321341,75,70,6935,6891
G01,LGAP,LS_1x2,12137500,75,70,6935,6776
G01,LGAP,LS_2x2,12947531,75,70,6935,6722
G02,LGAP,LS_1x0,38660799,75,70,7720,7708
G02,LGAP,LS_1x1,4477942,75,70,7720,7622
G02,LGAP,LS_1x2,34498721,75,70,7720,7334
G02,LGAP,LS_2x2,41557705,75,70,7720,7393
G03,LGAP,LS_1x0,7778467,75,70,6958,6958
G03,LGAP,LS_1x1,8406002,75,70,6958,6924
G03,LGAP,LS_1x2,15041558,75,70,6958,6718
G03,LGAP,LS_2x2,19322730,75,70,6958,6732
G01,LGAP,LS_1x0,9807890,75,70,7252,7252
G01,LGAP,LS_1x1,3686398,75,70,7252,7248
G01,LGAP,LS_1x2,16440277,75,70,7252,7150
G01,LGAP,LS_2x2,18937446,75,70,7252,7046
G02,LGAP,LS_1x0,45489085,75,70,7712,7616
G02,LGAP,LS_1x1,4624127,75,70,7712,7606
G02,LGAP,LS_1x2,38581977,75,70,7712,7404
G02,LGAP,LS_2x2,39761582,75,70,7712,7508
G03,LGAP,LS_1x0,14935273,75,70,7294,7294
G03,LGAP,LS_1x1,7743222,75,70,7294,7226
G03,LGAP,LS_1x2,24133048,75,70,7294,7068
G03,LGAP,LS_2x2,32234153,75,70,7294,6848
G01,LGAP,LS_1x0,8489331,75,70,6838,6838
G01,LGAP,LS_1x1,3839614,75,70,6838,6792
G01,LGAP,LS_1x2,9011478,75,70,6838,6746
G01,LGAP,LS_2x2,24839446,75,70,6838,6588
G02,LGAP,LS_1x0,25659445,75,70,7196,7162
G02,LGAP,LS_1x1,4111706,75,70,7196,7088
G02,LGAP,LS_1x2,21210265,75,70,7196,6712
G02,LGAP,LS_2x2,34386991,75,70,7196,6877
G03,LGAP,LS_1x0,8053278,75,70,6780,6780
G03,LGAP,LS_1x1,7866513,75,70,6780,6698
G03,LGAP,LS_1x2,14523835,75,70,6780,6687
G03,LGAP,LS_2x2,22433481,75,70,6780,6549
G01,LGAP,LS_1x0,24947064,30,80,15666,15666
G01,LGAP,LS_1x1,2422149,30,80,15666,15666
G01,LGAP,LS_1x2,44222279,30,80,15666,15666
G01,LGAP,LS_2x2,183297028,30,80,15666,15666
G02,LGAP,LS_1x0,80236381,30,80,17432,17396
G02,LGAP,LS_1x1,6049158,30,80,17432,17360
G02,LGAP,LS_1x2,84835646,30,80,17432,17127
G02,LGAP,LS_2x2,19073731,30,80,17432,17432
G03,LGAP,LS_1x0,36493009,30,80,16085,16041
G03,LGAP,LS_1x1,7454485,30,80,16085,16085
G03,LGAP,LS_1x2,85883186,30,80,16085,16025
G03,LGAP,LS_2x2,117320181,30,80,16085,16085
G01,LGAP,LS_1x0,15792379,30,80,14477,14413
G01,LGAP,LS_1x1,2566427,30,80,14477,14447
G01,LGAP,LS_1x2,17203810,30,80,14477,14449
G01,LGAP,LS_2x2,195964383,30,80,14477,14477
G02,LGAP,LS_1x0,74533871,30,80,16776,16482
G02,LGAP,LS_1x1,6143552,30,80,16776,16612
G02,LGAP,LS_1x2,82147064,30,80,16776,16299
G02,LGAP,LS_2x2,15445411,30,80,16776,16620
G03,LGAP,LS_1x0,31518601,30,80,15122,15046
G03,LGAP,LS_1x1,5561586,30,80,15122,15122
G03,LGAP,LS_1x2,64960746,30,80,15122,15049
G03,LGAP,LS_2x2,126968445,30,80,15122,15122
G01,LGAP,LS_1x0,8037728,30,80,13570,13570
G01,LGAP,LS_1x1,2254560,30,80,13570,13570
G01,LGAP,LS_1x2,9664931,30,80,13570,13474
G01,LGAP,LS_2x2,219283409,30,80,13570,13565
G02,LGAP,LS_1x0,70104429,30,80,15742,15638
G02,LGAP,LS_1x1,5446742,30,80,15742,15640
G02,LGAP,LS_1x2,76315429,30,80,15742,15248
G02,LGAP,LS_2x2,23973378,30,80,15742,15646
G03,LGAP,LS_1x0,26012417,30,80,13991,13963
G03,LGAP,LS_1x1,6134938,30,80,13991,13931
G03,LGAP,LS_1x2,45197016,30,80,13991,13745
G03,LGAP,LS_2x2,169011054,30,80,13991,13939
G01,LGAP,LS_1x0,11916844,30,80,14197,14171
G01,LGAP,LS_1x1,2462095,30,80,14197,14197
G01,LGAP,LS_1x2,15442980,30,80,14197,14185
G01,LGAP,LS_2x2,207912884,30,80,14197,14197
G02,LGAP,LS_1x0,50139971,30,80,16073,15886
G02,LGAP,LS_1x1,5605705,30,80,16073,15895
G02,LGAP,LS_1x2,84729398,30,80,16073,15583
G02,LGAP,LS_2x2,34525312,30,80,16073,15997
G03,LGAP,LS_1x0,20966638,30,80,14605,14519
G03,LGAP,LS_1x1,6241156,30,80,14605,14605
G03,LGAP,LS_1x2,52259306,30,80,14605,14367
G03,LGAP,LS_2x2,129769546,30,80,14605,14522
G01,LGAP,LS_1x0,26451906,30,80,15579,15547
G01,LGAP,LS_1x1,2079972,30,80,15579,15579
G01,LGAP,LS_1x2,62946296,30,80,15579,15579
G01,LGAP,LS_2x2,169462422,30,80,15579,15579
G02,LGAP,LS_1x0,75080968,30,80,17803,17572
G02,LGAP,LS_1x1,6242330,30,80,17803,17803
G02,LGAP,LS_1x2,73782270,30,80,17803,17269
G02,LGAP,LS_2x2,14600032,30,80,17803,17761
G03,LGAP,LS_1x0,37832209,30,80,15853,15815
G03,LGAP,LS_1x1,5621650,30,80,15853,15853
G03,LGAP,LS_1x2,70224304,30,80,15853,15741
G03,LGAP,LS_2x2,67800361,30,80,15853,15853
G01,LGAP,LS_1x0,29148274,30,80,15127,15035
G01,LGAP,LS_1x1,2930216,30,80,15127,15047
G01,LGAP,LS_1x2,35118971,30,80,15127,15082
G01,LGAP,LS_2x2,176682045,30,80,15127,15127
G02,LGAP,LS_1x0,83744599,30,80,17333,17146
G02,LGAP,LS_1x1,6101288,30,80,17333,17247
G02,LGAP,LS_1x2,74382071,30,80,17333,17194
G02,LGAP,LS_2x2,14287546,30,80,17333,17160
G03,LGAP,LS_1x0,32599349,30,80,15315,15315
G03,LGAP,LS_1x1,7069164,30,80,15315,15315
G03,LGAP,LS_1x2,50279319,30,80,15315,15242
G03,LGAP,LS_2x2,124702420,30,80,15315,15315
G01,LGAP,LS_1x0,7641618,30,80,13616,13616
G01,LGAP,LS_1x1,2785730,30,80,13616,13468
G01,LGAP,LS_1x2,16082309,30,80,13616,13451
G01,LGAP,LS_2x2,232838025,30,80,13616,13586
G02,LGAP,LS_1x0,71764534,30,80,15706,15498
G02,LGAP,LS_1x1,5623445,30,80,15706,15706
G02,LGAP,LS_1x2,72514465,30,80,15706,15286
G02,LGAP,LS_2x2,18469827,30,80,15706,15608
G03,LGAP,LS_1x0,17676456,30,80,14298,14298
G03,LGAP,LS_1x1,5733254,30,80,14298,14298
G03,LGAP,LS_1x2,35578606,30,80,14298,14034
G03,LGAP,LS_2x2,167448569,30,80,14298,14252
G01,LGAP,LS_1x0,8729452,30,80,13508,13470
G01,LGAP,LS_1x1,2586878,30,80,13508,13508
G01,LGAP,LS_1x2,14689398,30,80,13508,13508
G01,LGAP,LS_2x2,204941940,30,80,13508,13466
G02,LGAP,LS_1x0,77815266,30,80,15456,15214
G02,LGAP,LS_1x1,4819504,30,80,15456,15378
G02,LGAP,LS_1x2,65620263,30,80,15456,15138
G02,LGAP,LS_2x2,18761759,30,80,15456,15374
G03,LGAP,LS_1x0,15253718,30,80,13682,13682
G03,LGAP,LS_1x1,7128417,30,80,13682,13451
G03,LGAP,LS_1x2,50934399,30,80,13682,13568
G03,LGAP,LS_2x2,161096477,30,80,13682,13682
G01,LGAP,LS_1x0,4217623,30,80,13447,13447
G01,LGAP,LS_1x1,2343201,30,80,13447,13447
G01,LGAP,LS_1x2,8010322,30,80,13447,13393
G01,LGAP,LS_2x2,201082318,30,80,13447,13447
G02,LGAP,LS_1x0,74301939,30,80,15380,15304
G02,LGAP,LS_1x1,3986148,30,80,15380,15380
G02,LGAP,LS_1x2,72637776,30,80,15380,15279
G02,LGAP,LS_2x2,29929477,30,80,15380,15074
G03,LGAP,LS_1x0,10360687,30,80,13598,13598
G03,LGAP,LS_1x1,5977756,30,80,13598,13598
G03,LGAP,LS_1x2,22201429,30,80,13598,13494
G03,LGAP,LS_2x2,201916652,30,80,13598,13598
G01,LGAP,LS_1x0,7579100,30,80,13143,13143
G01,LGAP,LS_1x1,2771619,30,80,13143,13083
G01,LGAP,LS_1x2,12803937,30,80,13143,12941
G01,LGAP,LS_2x2,183895376,30,80,13143,13143
G02,LGAP,LS_1x0,74897229,30,80,15143,14845
G02,LGAP,LS_1x1,4886626,30,80,15143,15069
G02,LGAP,LS_1x2,80661304,30,80,15143,14639
G02,LGAP,LS_2x2,21119305,30,80,15143,15034
G03,LGAP,LS_1x0,9166353,30,80,13052,13052
G03,LGAP,LS_1x1,5913607,30,80,13052,13052
G03,LGAP,LS_1x2,15440941,30,80,13052,12896
G03,LGAP,LS_2x2,190478651,30,80,13052,13052
G01,LGAP,LS_1x0,5974615,30,80,13423,13423
G01,LGAP,LS_1x1,3242337,30,80,13423,13330
G01,LGAP,LS_1x2,14009237,30,80,13423,13298
G01,LGAP,LS_2x2,239539197,30,80,13423,13423
G02,LGAP,LS_1x0,73696302,30,80,15703,15403
G02,LGAP,LS_1x1,4915336,30,80,15703,15595
G02,LGAP,LS_1x2,74569707,30,80,15703,15059
G02,LGAP,LS_2x2,24001092,30,80,15703,15703
G03,LGAP,LS_1x0,19515680,30,80,13846,13846
G03,LGAP,LS_1x1,6390501,30,80,13846,13796
G03,LGAP,LS_1x2,48373027,30,80,13846,13746
G03,LGAP,LS_2x2,185870009,30,80,13846,13846
G01,LGAP,LS_1x0,4397444,30,80,13840,13840
G01,LGAP,LS_1x1,2616463,30,80,13840,13681
G01,LGAP,LS_1x2,6366991,30,80,13840,13798
G01,LGAP,LS_2x2,223874160,30,80,13840,13840
G02,LGAP,LS_1x0,77599095,30,80,16139,15895
G02,LGAP,LS_1x1,4358802,30,80,16139,16115
G02,LGAP,LS_1x2,84360114,30,80,16139,15677
G02,LGAP,LS_2x2,17801634,30,80,16139,15965
G03,LGAP,LS_1x0,18944086,30,80,14208,14150
G03,LGAP,LS_1x1,6057082,30,80,14208,14178
G03,LGAP,LS_1x2,57431792,30,80,14208,14056
G03,LGAP,LS_2x2,162447113,30,80,14208,14208
G01,LGAP,LS_1x0,10972749,30,80,14930,14930
G01,LGAP,LS_1x1,2639370,30,80,14930,14930
G01,LGAP,LS_1x2,26976215,30,80,14930,14930
G01,LGAP,LS_2x2,247042887,30,80,14930,14930
G02,LGAP,LS_1x0,59897761,30,80,17198,17171
G02,LGAP,LS_1x1,5995634,30,80,17198,17022
G02,LGAP,LS_1x2,73717552,30,80,17198,16993
G02,LGAP,LS_2x2,24479737,30,80,17198,17198
G03,LGAP,LS_1x0,30703604,30,80,15512,15369
G03,LGAP,LS_1x1,6308787,30,80,15512,15486
G03,LGAP,LS_1x2,53937191,30,80,15512,15422
G03,LGAP,LS_2x2,134586900,30,80,15512,15512
G01,LGAP,LS_1x0,12892776,30,80,14303,14259
G01,LGAP,LS_1x1,2708386,30,80,14303,14303
G01,LGAP,LS_1x2,29690095,30,80,14303,14218
G01,LGAP,LS_2x2,211104466,30,80,14303,14303
G02,LGAP,LS_1x0,70173713,30,80,16770,16640
G02,LGAP,LS_1x1,5435835,30,80,16770,16643
G02,LGAP,LS_1x2,76259768,30,80,16770,16195
G02,LGAP,LS_2x2,18143775,30,80,16770,16708
G03,LGAP,LS_1x0,28349662,30,80,14839,14839
G03,LGAP,LS_1x1,6573698,30,80,14839,14782
G03,LGAP,LS_1x2,59508153,30,80,14839,14639
G03,LGAP,LS_2x2,113821074,30,80,14839,14839
G01,LGAP,LS_1x0,4848953,30,80,14031,13947
G01,LGAP,LS_1x1,2606009,30,80,14031,13911
G01,LGAP,LS_1x2,9587053,30,80,14031,13901
G01,LGAP,LS_2x2,231325966,30,80,14031,14023
G02,LGAP,LS_1x0,80716708,30,80,16122,16058
G02,LGAP,LS_1x1,5381266,30,80,16122,16050
G02,LGAP,LS_1x2,71616653,30,80,16122,15870
G02,LGAP,LS_2x2,16702762,30,80,16122,16056
G03,LGAP,LS_1x0,21055488,30,80,14008,14008
G03,LGAP,LS_1x1,6366613,30,80,14008,13970
G03,LGAP,LS_1x2,48569818,30,80,14008,13842
G03,LGAP,LS_2x2,152244737,30,80,14008,13938
G01,LGAP,LS_1x0,15972202,30,80,14014,13957
G01,LGAP,LS_1x1,2297187,30,80,14014,14014
G01,LGAP,LS_1x2,24865390,30,80,14014,13992
G01,LGAP,LS_2x2,206108554,30,80,14014,14014
G02,LGAP,LS_1x0,80959432,30,80,16418,16293
G02,LGAP,LS_1x1,6150593,30,80,16418,16418
G02,LGAP,LS_1x2,73056228,30,80,16418,16165
G02,LGAP,LS_2x2,21830818,30,80,16418,16418
G03,LGAP,LS_1x0,34968738,30,80,14499,14499
G03,LGAP,LS_1x1,5886117,30,80,14499,14499
G03,LGAP,LS_1x2,57226374,30,80,14499,14373
G03,LGAP,LS_2x2,142344803,30,80,14499,14499
G01,LGAP,LS_1x0,5857982,30,80,13430,13430
G01,LGAP,LS_1x1,2980885,30,80,13430,13430
G01,LGAP,LS_1x2,10469909,30,80,13430,13240
G01,LGAP,LS_2x2,203648896,30,80,13430,13430
G02,LGAP,LS_1x0,74208246,30,80,15609,15269
G02,LGAP,LS_1x1,5095589,30,80,15609,15517
G02,LGAP,LS_1x2,61550120,30,80,15609,15363
G02,LGAP,LS_2x2,21122332,30,80,15609,15411
G03,LGAP,LS_1x0,9566938,30,80,13397,13397
G03,LGAP,LS_1x1,5920080,30,80,13397,13397
G03,LGAP,LS_1x2,15810794,30,80,13397,13168
G03,LGAP,LS_2x2,186225228,30,80,13397,13397
G01,LGAP,LS_1x0,10037507,30,80,13685,13685
G01,LGAP,LS_1x1,2755132,30,80,13685,13613
G01,LGAP,LS_1x2,12490206,30,80,13685,13651
G01,LGAP,LS_2x2,206862307,30,80,13685,13685
G02,LGAP,LS_1x0,81840027,30,80,16289,16191
G02,LGAP,LS_1x1,5529237,30,80,16289,16157
G02,LGAP,LS_1x2,81572024,30,80,16289,16165
G02,LGAP,LS_2x2,21599984,30,80,16289,16271
G03,LGAP,LS_1x0,23791715,30,80,14388,14388
G03,LGAP,LS_1x1,7330993,30,80,14388,14358
G03,LGAP,LS_1x2,62227382,30,80,14388,14259
G03,LGAP,LS_2x2,137991986,30,80,14388,14340
G01,LGAP,LS_1x0,8794907,30,80,14017,14017
G01,LGAP,LS_1x1,2885980,30,80,14017,13879
G01,LGAP,LS_1x2,14563577,30,80,14017,13993
G01,LGAP,LS_2x2,216656769,30,80,14017,14017
G02,LGAP,LS_1x0,80618359,30,80,16271,16086
G02,LGAP,LS_1x1,5627707,30,80,16271,16208
G02,LGAP,LS_1x2,78326345,30,80,16271,15701
G02,LGAP,LS_2x2,25695595,30,80,16271,16183
G03,LGAP,LS_1x0,32264449,30,80,14234,14234
G03,LGAP,LS_1x1,6996453,30,80,14234,14234
G03,LGAP,LS_1x2,57628785,30,80,14234,14104
G03,LGAP,LS_2x2,126726586,30,80,14234,14234
G01,LGAP,LS_1x0,12425295,30,80,14565,14565
G01,LGAP,LS_1x1,2579973,30,80,14565,14493
G01,LGAP,LS_1x2,15152524,30,80,14565,14565
G01,LGAP,LS_2x2,222174064,30,80,14565,14565
G02,LGAP,LS_1x0,74937713,30,80,16916,16802
G02,LGAP,LS_1x1,6060991,30,80,16916,16916
G02,LGAP,LS_1x2,70069464,30,80,16916,16557
G02,LGAP,LS_2x2,17428909,30,80,16916,16916
G03,LGAP,LS_1x0,22038589,30,80,15037,15037
G03,LGAP,LS_1x1,5984348,30,80,15037,14991
G03,LGAP,LS_1x2,59524572,30,80,15037,14947
G03,LGAP,LS_2x2,149269906,30,80,15037,15037
G01,LGAP,LS_1x0,15856015,30,80,15100,15100
G01,LGAP,LS_1x1,2553172,30,80,15100,15070
G01,LGAP,LS_1x2,26193876,30,80,15100,15100
G01,LGAP,LS_2x2,236345652,30,80,15100,15100
G02,LGAP,LS_1x0,76652426,30,80,17243,17073
G02,LGAP,LS_1x1,6120303,30,80,17243,17243
G02,LGAP,LS_1x2,83492696,30,80,17243,16807
G02,LGAP,LS_2x2,20479341,30,80,17243,17199
G03,LGAP,LS_1x0,23282902,30,80,15205,15133
G03,LGAP,LS_1x1,5479651,30,80,15205,15205
G03,LGAP,LS_1x2,42939951,30,80,15205,15205
G03,LGAP,LS_2x2,162332983,30,80,15205,15205
G01,LGAP,LS_1x0,30568923,30,80,16250,16207
G01,LGAP,LS_1x1,2272016,30,80,16250,16215
G01,LGAP,LS_1x2,41995386,30,80,16250,16250
G01,LGAP,LS_2x2,195386796,30,80,16250,16250
G02,LGAP,LS_1x0,60757122,30,80,17950,17692
G02,LGAP,LS_1x1,6024891,30,80,17950,17840
G02,LGAP,LS_1x2,61375150,30,80,17950,17823
G02,LGAP,LS_2x2,27644243,30,80,17950,17950
G03,LGAP,LS_1x0,29781268,30,80,16209,16209
G03,LGAP,LS_1x1,5986336,30,80,16209,16209
G03,LGAP,LS_1x2,57664367,30,80,16209,16151
G03,LGAP,LS_2x2,118535090,30,80,16209,16209
G01,LGAP,LS_1x0,7574876,30,80,13134,13134
G01,LGAP,LS_1x1,2614329,30,80,13134,13072
G01,LGAP,LS_1x2,11402213,30,80,13134,13009
G01,LGAP,LS_2x2,214711833,30,80,13134,13134
G02,LGAP,LS_1x0,76009511,30,80,15290,14942
G02,LGAP,LS_1x1,5322109,30,80,15290,15272
G02,LGAP,LS_1x2,59130887,30,80,15290,14842
G02,LGAP,LS_2x2,14131026,30,80,15290,15147
G03,LGAP,LS_1x0,11888072,30,80,13167,13167
G03,LGAP,LS_1x1,6506199,30,80,13167,13167
G03,LGAP,LS_1x2,21657060,30,80,13167,13051
G03,LGAP,LS_2x2,211798242,30,80,13167,13167
G01,LGAP,LS_1x0,16012137,30,80,14919,14881
G01,LGAP,LS_1x1,2674094,30,80,14919,14919
G01,LGAP,LS_1x2,44584179,30,80,14919,14875
G01,LGAP,LS_2x2,212960191,30,80,14919,14919
G02,LGAP,LS_1x0,72363917,30,80,16937,16850
G02,LGAP,LS_1x1,5390824,30,80,16937,16762
G02,LGAP,LS_1x2,86618439,30,80,16937,16493
G02,LGAP,LS_2x2,21652466,30,80,16937,16917
G03,LGAP,LS_1x0,30852757,30,80,15529,15483
G03,LGAP,LS_1x1,6020957,30,80,15529,15505
G03,LGAP,LS_1x2,72052051,30,80,15529,15419
G03,LGAP,LS_2x2,98380587,30,80,15529,15455
G01,LGAP,LS_1x0,26733297,30,80,15606,15592
G01,LGAP,LS_1x1,2550965,30,80,15606,15582
G01,LGAP,LS_1x2,62979700,30,80,15606,15606
G01,LGAP,LS_2x2,182294399,30,80,15606,15606
G02,LGAP,LS_1x0,64841189,30,80,17364,17314
G02,LGAP,LS_1x1,6253969,30,80,17364,17328
G02,LGAP,LS_1x2,92806496,30,80,17364,17012
G02,LGAP,LS_2x2,17502879,30,80,17364,17252
G03,LGAP,LS_1x0,30948498,30,80,15557,15521
G03,LGAP,LS_1x1,5727656,30,80,15557,15557
G03,LGAP,LS_1x2,88561278,30,80,15557,15533
G03,LGAP,LS_2x2,106729696,30,80,15557,15557
G01,LGAP,LS_1x0,13193113,30,80,13777,13739
G01,LGAP,LS_1x1,2423282,30,80,13777,13777
G01,LGAP,LS_1x2,19765862,30,80,13777,13739
G01,LGAP,LS_2x2,209295068,30,80,13777,13777
G02,LGAP,LS_1x0,79653645,30,80,16398,16111
G02,LGAP,LS_1x1,3417389,30,80,16398,16234
G02,LGAP,LS_1x2,79756196,30,80,16398,15973
G02,LGAP,LS_2x2,15379657,30,80,16398,16361
G03,LGAP,LS_1x0,19167039,30,80,14196,14196
G03,LGAP,LS_1x1,5671574,30,80,14196,14170
G03,LGAP,LS_1x2,45017555,30,80,14196,13831
G03,LGAP,LS_2x2,167128759,30,80,14196,14196
G01,LGAP,LS_1x0,8765106,30,80,12895,12879
G01,LGAP,LS_1x1,2199801,30,80,12895,12865
G01,LGAP,LS_1x2,12883216,30,80,12895,12598
G01,LGAP,LS_2x2,157028675,30,80,12895,12756
G02,LGAP,LS_1x0,89965177,30,80,14916,14769
G02,LGAP,LS_1x1,5166179,30,80,14916,14816
G02,LGAP,LS_1x2,73780905,30,80,14916,14533
G02,LGAP,LS_2x2,17748277,30,80,14916,14716
G03,LGAP,LS_1x0,16980292,30,80,13086,13052
G03,LGAP,LS_1x1,6342558,30,80,13086,12972
G03,LGAP,LS_1x2,27625605,30,80,13086,12838
G03,LGAP,LS_2x2,141066653,30,80,13086,13086
G01,LGAP,LS_1x0,18910362,30,80,15467,15443
G01,LGAP,LS_1x1,2981986,30,80,15467,15421
G01,LGAP,LS_1x2,45987389,30,80,15467,15467
G01,LGAP,LS_2x2,224647734,30,80,15467,15467
G02,LGAP,LS_1x0,74805340,30,80,17597,17564
G02,LGAP,LS_1x1,6221100,30,80,17597,17501
G02,LGAP,LS_1x2,78249574,30,80,17597,17001
G02,LGAP,LS_2x2,14832967,30,80,17597,17540
G03,LGAP,LS_1x0,37918867,30,80,15829,15806
G03,LGAP,LS_1x1,6988498,30,80,15829,15753
G03,LGAP,LS_1x2,54033412,30,80,15829,15627
G03,LGAP,LS_2x2,109488557,30,80,15829,15817
G01,LGAP,LS_1x0,10124014,30,80,14699,14699
G01,LGAP,LS_1x1,2630628,30,80,14699,14699
G01,LGAP,LS_1x2,21369006,30,80,14699,14639
G01,LGAP,LS_2x2,258996185,30,80,14699,14699
G02,LGAP,LS_1x0,58463285,30,80,17002,16690
G02,LGAP,LS_1x1,5166825,30,80,17002,16960
G02,LGAP,LS_1x2,72612786,30,80,17002,16562
G02,LGAP,LS_2x2,22302078,30,80,17002,17002
G03,LGAP,LS_1x0,22514215,30,80,15251,15184
G03,LGAP,LS_1x1,5861883,30,80,15251,15251
G03,LGAP,LS_1x2,66073896,30,80,15251,15040
G03,LGAP,LS_2x2,120681661,30,80,15251,15251
G01,LGAP,LS_1x0,28901284,30,80,15870,15812
G01,LGAP,LS_1x1,2189675,30,80,15870,15846
G01,LGAP,LS_1x2,76820185,30,80,15870,15870
G01,LGAP,LS_2x2,147634336,30,80,15870,15870
G02,LGAP,LS_1x0,70995627,30,80,17980,17857
G02,LGAP,LS_1x1,6369538,30,80,17980,17980
G02,LGAP,LS_1x2,85809119,30,80,17980,17623
G02,LGAP,LS_2x2,14461703,30,80,17980,17932
G03,LGAP,LS_1x0,35945156,30,80,16321,16299
G03,LGAP,LS_1x1,6879459,30,80,16321,16196
G03,LGAP,LS_1x2,87979375,30,80,16321,16253
G03,LGAP,LS_2x2,76161720,30,80,16321,16321
G01,LGAP,LS_1x0,4374105,30,80,13968,13968
G01,LGAP,LS_1x1,2340331,30,80,13968,13891
G01,LGAP,LS_1x2,7563516,30,80,13968,13868
G01,LGAP,LS_2x2,218298740,30,80,13968,13916
G02,LGAP,LS_1x0,71673755,30,80,15981,15841
G02,LGAP,LS_1x1,5566703,30,80,15981,15981
G02,LGAP,LS_1x2,81681586,30,80,15981,15690
G02,LGAP,LS_2x2,27161580,30,80,15981,15981
G03,LGAP,LS_1x0,21618987,30,80,14151,14151
G03,LGAP,LS_1x1,5851635,30,80,14151,14139
G03,LGAP,LS_1x2,24080112,30,80,14151,14067
G03,LGAP,LS_2x2,187922710,30,80,14151,14151
G01,LGAP,LS_1x0,10584360,30,80,13451,13451
G01,LGAP,LS_1x1,2664811,30,80,13451,13318
G01,LGAP,LS_1x2,21453874,30,80,13451,13307
G01,LGAP,LS_2x2,165003131,30,80,13451,13368
G02,LGAP,LS_1x0,91078071,30,80,15826,15623
G02,LGAP,LS_1x1,5191136,30,80,15826,15657
G02,LGAP,LS_1x2,65414192,30,80,15826,15286
G02,LGAP,LS_2x2,14404981,30,80,15826,15742
G03,LGAP,LS_1x0,17048036,30,80,13577,13577
G03,LGAP,LS_1x1,5956319,30,80,13577,13539
G03,LGAP,LS_1x2,21701501,30,80,13577,13426
G03,LGAP,LS_2x2,149734054,30,80,13577,13517
G01,LGAP,LS_1x0,18884357,30,80,14413,14349
G01,LGAP,LS_1x1,2558626,30,80,14413,14367
G01,LGAP,LS_1x2,23556006,30,80,14413,14321
G01,LGAP,LS_2x2,222149508,30,80,14413,14413
G02,LGAP,LS_1x0,72008681,30,80,16542,16340
G02,LGAP,LS_1x1,5438158,30,80,16542,16453
G02,LGAP,LS_1x2,70430767,30,80,16542,16072
G02,LGAP,LS_2x2,9716634,30,80,16542,16396
G03,LGAP,LS_1x0,23424101,30,80,14866,14866
G03,LGAP,LS_1x1,6100831,30,80,14866,14730
G03,LGAP,LS_1x2,48342938,30,80,14866,14818
G03,LGAP,LS_2x2,198645450,30,80,14866,14866
G01,LGAP,LS_1x0,10042675,30,80,13802,13802
G01,LGAP,LS_1x1,2646987,30,80,13802,13695
G01,LGAP,LS_1x2,9645345,30,80,13802,13705
G01,LGAP,LS_2x2,191359904,30,80,13802,13787
G02,LGAP,LS_1x0,71124496,30,80,15941,15788
G02,LGAP,LS_1x1,4575461,30,80,15941,15736
G02,LGAP,LS_1x2,74248047,30,80,15941,15238
G02,LGAP,LS_2x2,33607104,30,80,15941,15607
G03,LGAP,LS_1x0,16143078,30,80,14092,14092
G03,LGAP,LS_1x1,6315019,30,80,14092,13962
G03,LGAP,LS_1x2,40126983,30,80,14092,13851
G03,LGAP,LS_2x2,150128847,30,80,14092,14022
G01,LGAP,LS_1x0,9441456,30,80,14763,14763
G01,LGAP,LS_1x1,2505178,30,80,14763,14763
G01,LGAP,LS_1x2,29068340,30,80,14763,14707
G01,LGAP,LS_2x2,225052650,30,80,14763,14763
G02,LGAP,LS_1x0,66564481,30,80,16783,16575
G02,LGAP,LS_1x1,3885440,30,80,16783,16725
G02,LGAP,LS_1x2,71545945,30,80,16783,16547
